# XviD 2pass stat file (core version 1.3.7)
# Please do not modify this file

p 2 40 870 10 19614 2208
p 2 76 833 11 21780 2333
p 2 75 840 5 17055 2279
p 2 104 814 2 26261 2572
p 2 80 839 1 23267 2471
p 2 103 809 8 24730 2527
p 2 30 888 2 21869 2219
p 2 60 857 3 21118 2321
p 2 11 907 2 17073 2060
p 2 35 881 4 23819 2287
p 2 2 914 4 15181 1957
p 2 2 914 4 14661 1886
p 2 10 909 1 22536 2143
p 2 0 912 8 11835 1707
p 2 0 908 12 7952 1576
p 2 73 835 12 25809 2261
p 2 0 905 15 7770 1351
p 2 0 885 35 6731 1230
p 2 43 863 14 23625 1949
p 2 0 887 33 5053 1236
p 2 0 896 24 3973 1166
p 2 43 844 33 25274 2039
p 2 0 888 32 6108 1250
p 2 0 880 40 7565 1254
p 2 34 869 17 26545 2068
p 2 0 874 46 9833 1327
p 2 0 889 31 10543 1356
p 2 26 856 38 24758 1970
p 2 0 887 33 10857 1374
p 2 0 869 51 11352 1357
p 2 118 780 22 31890 2462
p 2 0 869 51 11203 1360
p 2 0 889 31 10987 1360
p 2 24 863 33 26997 2033
p 2 0 885 35 10755 1349
p 2 0 872 48 11393 1336
p 2 2 872 46 21281 1707
p 2 0 867 53 9067 1270
p 2 0 875 45 6863 1208
p 2 6 851 63 20945 1673
p 2 0 876 44 7641 1245
p 2 0 837 83 9336 1228
p 2 3 867 50 21269 1635
p 2 0 815 105 9560 1213
p 2 0 750 170 5333 968
p 2 11 656 253 18478 1376
p 2 0 542 378 1743 699
p 2 0 250 670 722 387
p 2 2 447 471 11997 937
p 2 0 340 580 1163 489
p 2 0 192 728 571 328
p 2 0 445 475 12699 940
p 2 0 334 586 1114 492
p 2 0 187 733 571 319
p 2 3 367 550 13408 846
p 2 0 271 649 1019 425
p 2 0 161 759 510 298
p 2 2 327 591 12887 771
p 2 0 264 656 1056 423
p 2 0 174 746 561 311
p 2 0 321 599 9672 677
p 2 0 235 685 932 384
i 2 920 0 0 2672 2599
p 2 0 19 901 162 155
p 2 0 35 885 173 170
p 2 24 74 822 9576 387
p 2 0 172 748 4526 325
p 2 0 213 707 9790 465
p 2 2 233 685 16590 570
p 2 87 283 550 32098 1226
p 2 30 439 451 33726 1169
p 2 13 509 398 28671 1106
p 2 15 558 347 32379 1207
p 2 4 644 272 28544 1252
p 2 0 586 334 21314 1077
p 2 0 635 285 19893 1061
p 2 0 433 487 1782 611
p 2 0 302 618 837 421
p 2 0 177 743 585 315
p 2 0 104 816 357 238
p 2 0 70 850 296 208
p 2 35 707 178 7254 1245
p 2 7 806 107 7328 1282
p 2 4 876 40 7290 1326
p 2 3 830 87 8025 1331
p 2 1 888 31 7990 1336
p 2 1 845 74 8188 1330
p 2 0 896 24 7124 1301
p 2 0 905 15 7261 1295
p 2 0 898 22 7118 1263
p 2 0 884 36 7412 1299
p 2 0 888 32 7033 1222
p 2 0 881 39 7247 1265
p 2 0 881 39 6931 1233
p 2 0 861 59 6656 1217
p 2 0 882 38 6981 1227
p 2 0 868 52 7087 1225
p 2 0 847 73 6815 1186
p 2 0 872 48 7197 1239
p 2 0 876 44 7312 1249
p 2 0 904 16 7130 1299
p 2 0 902 18 8086 1313
p 2 0 884 36 7163 1233
p 2 0 894 26 7650 1295
p 2 0 871 49 7174 1236
p 2 0 880 40 7767 1277
p 2 0 861 59 6824 1239
p 2 2 875 43 7979 1342
p 2 0 853 67 6922 1268
p 2 0 854 66 7152 1255
p 2 0 803 117 5662 1140
p 2 0 871 49 6879 1219
p 2 0 854 66 6473 1211
p 2 0 854 66 6810 1225
p 2 0 846 74 6371 1208
p 2 0 860 60 6704 1192
p 2 0 864 56 6813 1252
p 2 0 863 57 6566 1217
p 2 0 833 87 6713 1214
p 2 0 872 48 6409 1227
p 2 0 813 107 6043 1165
p 2 0 604 316 1558 742
p 2 0 450 470 1088 579
p 2 42 863 15 53487 2364
p 2 214 706 0 72181 3626
p 2 201 719 0 91060 3817
p 2 494 426 0 77684 4491
p 2 384 536 0 98283 4216
p 2 359 561 0 68794 3834
p 2 253 667 0 89506 3776
p 2 394 526 0 72014 4087
p 2 348 572 0 82105 4087
p 2 284 636 0 71568 3689
p 2 272 648 0 71036 3689
p 2 170 750 0 58191 3202
p 2 204 713 3 63630 3207
p 2 0 697 223 9493 1049
p 2 217 682 21 49834 2897
p 2 0 696 224 10293 1054
p 2 158 735 27 42682 2616
p 2 0 747 173 10812 1129
p 2 168 735 17 28454 2395
p 2 0 719 201 10950 1143
p 2 163 728 29 20092 2208
p 2 0 789 131 10876 1196
p 2 12 857 51 15149 1699
p 2 0 801 119 11151 1303
p 2 0 870 50 14660 1530
p 2 0 789 131 10776 1164
p 2 0 862 58 12934 1412
p 2 0 798 122 10848 1141
p 2 0 785 135 11475 1144
p 2 0 770 150 10513 1051
p 2 0 761 159 10700 1016
p 2 0 712 208 10502 963
p 2 0 756 164 10743 989
p 2 0 653 267 10287 918
p 2 0 760 160 10735 991
p 2 0 608 312 10491 877
p 2 0 764 156 10861 988
p 2 0 699 221 10164 929
p 2 0 724 196 10536 941
p 2 0 654 266 10395 886
p 2 0 727 193 10445 941
p 2 0 575 345 10260 826
p 2 0 606 314 10115 844
p 2 0 532 388 10108 789
p 2 0 680 240 10268 893
p 2 0 559 361 10429 807
p 2 0 728 192 10107 909
p 2 0 539 381 10146 786
p 2 0 589 331 10025 811
p 2 0 706 214 10127 903
p 2 0 680 240 10031 885
p 2 0 576 344 10010 820
p 2 0 571 349 9970 807
p 2 0 438 482 9849 720
p 2 0 548 372 9856 795
p 2 0 495 425 9912 751
p 2 0 538 382 9896 783
p 2 0 548 372 10065 795
i 2 920 0 0 5117 2757
p 2 209 550 161 15397 1877
p 2 158 647 115 16562 2294
p 2 211 652 57 24430 2818
p 2 236 613 71 39183 3056
p 2 157 749 14 43301 3111
p 2 424 496 0 39815 3938
p 2 212 707 1 41079 3395
p 2 322 598 0 35211 3550
p 2 164 755 1 33983 3131
p 2 231 681 8 36944 3436
p 2 319 600 1 44947 3839
p 2 328 592 0 53504 3975
p 2 655 265 0 42121 4454
p 2 535 385 0 59228 4749
i 2 920 0 0 51289 4653
i 2 920 0 0 44396 4595
i 2 920 0 0 47580 4682
i 2 920 0 0 50190 4508
p 2 475 426 19 55762 4243
p 2 250 664 6 49443 3426
p 2 222 683 15 47215 3405
p 2 386 525 9 57909 4094
p 2 365 555 0 56409 4068
i 2 920 0 0 45587 4618
i 2 920 0 0 37885 4528
p 2 342 577 1 44487 3805
p 2 603 317 0 38989 4552
p 2 344 576 0 47666 4146
p 2 306 614 0 38407 3665
p 2 104 802 14 14932 2487
p 2 339 581 0 32396 3473
p 2 75 835 10 13324 2102
p 2 217 700 3 35217 3163
p 2 75 761 84 16271 2017
p 2 230 659 31 41686 3151
p 2 113 741 66 22917 2464
p 2 236 679 5 40192 3333
p 2 157 743 20 32417 2887
p 2 91 803 26 17668 2342
p 2 157 754 9 30408 2752
p 2 36 842 42 9510 1912
p 2 73 825 22 26054 2227
p 2 44 833 43 9745 1845
p 2 63 830 27 23514 2134
p 2 44 834 42 9698 1817
p 2 58 811 51 26069 2153
p 2 30 828 62 9165 1831
p 2 53 840 27 26456 2202
p 2 29 877 14 9101 1970
p 2 34 871 15 22102 2185
p 2 26 884 10 10466 1990
p 2 14 885 21 19119 2101
p 2 13 901 6 9583 1900
p 2 15 886 19 16631 2008
p 2 27 883 10 11006 1997
p 2 21 874 25 19284 2062
p 2 16 892 12 11557 1852
p 2 19 872 29 21772 2009
p 2 13 883 24 12432 1866
p 2 24 871 25 20519 1972
p 2 11 888 21 12176 1813
p 2 24 858 38 21053 1993
p 2 19 885 16 14615 1934
p 2 35 855 30 24567 2117
p 2 41 862 17 14030 2020
p 2 22 867 31 25700 2096
p 2 20 892 8 13945 1968
p 2 36 865 19 28477 2188
p 2 13 892 15 14064 1946
p 2 56 855 9 32539 2309
p 2 7 907 6 12012 1866
p 2 60 854 6 28347 2308
p 2 4 893 23 9768 1812
p 2 41 878 1 29467 2295
p 2 6 836 78 9342 1707
p 2 15 903 2 31312 2162
p 2 8 853 59 9884 1683
p 2 147 773 0 33619 2588
p 2 7 839 74 9251 1550
p 2 67 853 0 33171 2373
p 2 9 788 123 7829 1514
p 2 42 874 4 31991 2286
p 2 1 823 96 6342 1409
p 2 137 782 1 34982 2600
p 2 4 757 159 5308 1308
p 2 96 817 7 32565 2413
p 2 4 791 125 5301 1326
p 2 84 830 6 32397 2330
p 2 2 736 182 4705 1155
p 2 72 842 6 32614 2333
p 2 2 818 100 4750 1289
p 2 24 893 3 30334 2144
p 2 1 810 109 4281 1243
p 2 55 863 2 32088 2252
p 2 1 810 109 4472 1238
p 2 32 874 14 33091 2220
p 2 1 809 110 3721 1244
p 2 5 908 7 26558 1934
p 2 0 853 67 3729 1305
p 2 12 903 5 25072 1961
p 2 4 831 85 3268 1239
p 2 143 776 1 27967 2430
p 2 68 808 44 6525 1789
p 2 21 894 5 28328 2233
p 2 24 850 46 6927 1716
p 2 47 871 2 31650 2340
p 2 14 845 61 6690 1670
p 2 34 885 1 32788 2348
p 2 7 824 89 7444 1553
p 2 18 900 2 32432 2249
p 2 9 877 34 9090 1712
p 2 21 899 0 31713 2261
p 2 8 852 60 8370 1553
p 2 9 910 1 30067 2180
p 2 5 847 68 8783 1600
p 2 15 904 1 29329 2176
p 2 5 840 75 9412 1561
p 2 8 910 2 28421 2065
p 2 6 870 44 9273 1591
p 2 4 909 7 27801 2049
p 2 4 864 52 8038 1541
p 2 7 905 8 27968 2092
p 2 3 866 51 8957 1572
p 2 8 900 12 29781 2080
p 2 7 854 59 9480 1583
p 2 8 906 6 29658 2095
p 2 5 863 52 9526 1572
p 2 6 910 4 30391 2087
p 2 4 854 62 9953 1565
i 2 920 0 0 63029 4751
p 2 10 904 6 25488 1888
p 2 11 899 10 27717 1914
p 2 24 890 6 29464 2067
p 2 9 901 10 27212 1913
p 2 16 899 5 23612 1693
p 2 19 891 10 28663 1934
p 2 6 903 11 28149 1895
p 2 1 915 4 26006 1697
p 2 19 896 5 32783 2025
p 2 30 882 8 33583 2109
p 2 5 909 6 30792 1924
p 2 14 900 6 31552 1988
p 2 29 888 3 32500 2109
p 2 7 905 8 28839 1900
p 2 26 889 5 32863 2075
p 2 14 896 10 30957 1938
p 2 15 900 5 30026 1975
p 2 18 897 5 26501 1870
p 2 6 902 12 26137 1750
p 2 16 898 6 28328 1919
p 2 6 900 14 28073 1859
p 2 7 906 7 27823 1878
p 2 21 882 17 28850 1944
p 2 6 906 8 25720 1718
p 2 34 882 4 30421 2058
p 2 5 905 10 25394 1804
p 2 4 897 19 25754 1729
p 2 2 893 25 22115 1630
p 2 13 884 23 25152 1771
p 2 17 893 10 30011 1930
p 2 0 898 22 27046 1723
p 2 7 898 15 28358 1792
p 2 7 888 25 28276 1710
p 2 8 902 10 27954 1760
p 2 20 893 7 30368 1901
p 2 4 899 17 28300 1707
p 2 13 884 23 28483 1787
p 2 11 896 13 24600 1629
p 2 41 862 17 31397 2031
p 2 29 887 4 32049 2088
p 2 11 900 9 29147 1911
p 2 45 871 4 30443 2097
p 2 10 892 18 24816 1859
p 2 18 885 17 26279 1842
p 2 36 863 21 30144 2051
p 2 8 891 21 25490 1793
p 2 20 888 12 24857 1765
p 2 19 890 11 24736 1771
p 2 22 886 12 27295 1908
p 2 7 901 12 22812 1697
p 2 5 908 7 24506 1733
p 2 13 894 13 28076 1935
p 2 39 867 14 27533 2005
p 2 26 888 6 28343 2014
p 2 10 898 12 26687 1919
p 2 4 903 13 25238 1822
p 2 4 904 12 25108 1743
p 2 11 889 20 23794 1705
p 2 18 884 18 28230 1889
p 2 8 898 14 27368 1782
p 2 11 894 15 27899 1886
p 2 2 910 8 24420 1702
p 2 4 891 25 25873 1706
p 2 8 896 16 26104 1754
p 2 24 884 12 31449 2015
p 2 29 873 18 30255 1997
p 2 4 906 10 25738 1744
p 2 13 889 18 26397 1846
p 2 15 891 14 28180 1881
p 2 14 897 9 29287 1896
p 2 19 885 16 31840 2066
p 2 23 895 2 31659 2101
p 2 20 893 7 28781 1963
p 2 19 897 4 32510 1995
p 2 11 899 10 28210 1893
p 2 17 899 4 28829 1899
p 2 12 894 14 28112 1818
p 2 13 896 11 25864 1820
p 2 8 899 13 27322 1815
p 2 8 901 11 29257 1928
p 2 7 901 12 29794 1912
p 2 5 902 13 29353 1913
p 2 8 884 28 27114 1849
p 2 12 896 12 29600 1918
p 2 14 892 14 28641 1887
p 2 12 898 10 25704 1883
p 2 49 861 10 29690 2098
p 2 7 905 8 24801 1840
p 2 10 900 10 27118 1968
p 2 7 908 5 27066 1918
p 2 2 905 13 24669 1828
p 2 28 886 6 28812 2053
p 2 37 871 12 29308 2130
p 2 7 901 12 24509 1826
p 2 10 895 15 26852 1916
p 2 8 895 17 27407 1827
p 2 13 892 15 27739 1894
p 2 16 894 10 26185 1842
p 2 43 864 13 29755 2058
p 2 28 886 6 28455 2033
p 2 30 872 18 28295 2018
p 2 4 900 16 23481 1707
p 2 2 904 14 21897 1684
p 2 3 899 18 23112 1668
p 2 9 889 22 26484 1869
p 2 1 899 20 22075 1703
p 2 5 897 18 24579 1747
p 2 5 889 26 22319 1691
p 2 6 881 33 22783 1680
p 2 12 887 21 24880 1817
p 2 2 887 31 23983 1673
p 2 7 896 17 25943 1820
p 2 20 888 12 26849 1929
p 2 4 891 25 23919 1717
p 2 6 890 24 23655 1681
p 2 13 887 20 26332 1860
p 2 15 879 26 26245 1806
p 2 7 883 30 23510 1628
p 2 7 879 34 23629 1689
p 2 11 886 23 28023 1759
p 2 3 882 35 27221 1710
p 2 7 896 17 26997 1801
p 2 20 870 30 29377 1873
p 2 6 896 18 25464 1728
p 2 16 879 25 27968 1887
p 2 5 900 15 26900 1750
p 2 27 871 22 27680 1948
p 2 11 891 18 25313 1782
p 2 13 885 22 28959 1916
p 2 10 893 17 26423 1898
i 2 920 0 0 47111 4423
p 2 89 831 0 30499 2472
p 2 95 825 0 42444 2590
p 2 125 795 0 35435 2653
p 2 95 825 0 49524 2697
p 2 113 807 0 37026 2542
p 2 74 846 0 48676 2598
p 2 117 803 0 39727 2540
p 2 90 830 0 42456 2547
p 2 54 866 0 30069 2229
p 2 32 888 0 37728 2248
p 2 52 868 0 32023 2214
p 2 90 830 0 38145 2373
p 2 83 837 0 31583 2275
p 2 112 807 1 39702 2443
p 2 60 859 1 34293 2304
p 2 92 828 0 41766 2447
p 2 47 872 1 36396 2244
p 2 61 856 3 40872 2307
p 2 36 884 0 31184 2103
p 2 49 871 0 39562 2303
p 2 35 884 1 31195 2101
p 2 38 879 3 39638 2241
p 2 61 857 2 31599 2116
p 2 67 849 4 43340 2286
p 2 115 805 0 40364 2304
p 2 62 857 1 47706 2342
p 2 58 861 1 41044 2266
p 2 97 822 1 43065 2410
p 2 101 818 1 34306 2329
p 2 65 855 0 40383 2292
p 2 54 864 2 32567 2157
p 2 40 879 1 39946 2269
p 2 79 840 1 33585 2213
p 2 59 861 0 44640 2327
p 2 85 835 0 39191 2336
p 2 102 818 0 49959 2590
p 2 68 852 0 45861 2389
p 2 74 846 0 53617 2489
p 2 80 840 0 46826 2360
p 2 109 811 0 51353 2640
p 2 81 839 0 40268 2333
p 2 63 857 0 42418 2389
p 2 62 858 0 36170 2257
p 2 51 869 0 40886 2266
p 2 44 876 0 33089 2126
p 2 76 844 0 44140 2346
p 2 78 842 0 43204 2371
p 2 89 830 1 52721 2494
p 2 76 844 0 44021 2291
p 2 78 841 1 52349 2457
p 2 86 831 3 40687 2263
p 2 83 837 0 46330 2385
p 2 29 891 0 34703 2048
p 2 35 885 0 41092 2135
p 2 44 876 0 35752 2145
p 2 45 875 0 44505 2192
p 2 72 846 2 40372 2279
p 2 61 856 3 46644 2258
p 2 38 882 0 36513 2092
p 2 65 855 0 46149 2259
p 2 76 842 2 38362 2182
p 2 70 849 1 29761 1982
i 2 920 0 0 51401 4286
p 2 0 258 662 522 391
p 2 0 232 688 457 358
p 2 109 300 511 8376 1210
p 2 43 347 530 7587 1005
i 2 920 0 0 44598 4308
p 2 345 562 13 35312 3576
p 2 154 762 4 40301 3178
p 2 284 627 9 28334 3413
p 2 622 298 0 14509 3331
p 2 733 187 0 19769 4011
p 2 481 436 3 33880 4072
p 2 611 309 0 20257 3753
i 2 920 0 0 32121 4340
p 2 345 575 0 30697 3993
p 2 262 658 0 30991 3708
p 2 141 779 0 29304 3252
p 2 154 766 0 30857 3338
p 2 257 663 0 28624 3524
i 2 920 0 0 27025 3913
i 2 920 0 0 35697 4062
p 2 130 783 7 27956 2802
p 2 322 598 0 37713 3696
p 2 312 608 0 35716 3451
p 2 253 667 0 33515 3142
p 2 157 763 0 37753 2966
p 2 232 687 1 37011 3212
p 2 197 723 0 35755 2984
p 2 204 678 38 27995 2816
p 2 145 774 1 32312 2783
p 2 47 872 1 22798 2147
i 2 920 0 0 10384 3198
p 2 0 715 205 1747 849
i 2 920 0 0 16994 3360
p 2 0 621 299 3368 794
i 2 920 0 0 32172 3945
p 2 0 783 137 6019 999
p 2 178 709 33 35899 2764
p 2 0 757 163 7340 1066
p 2 59 833 28 32187 2369
p 2 0 802 118 8235 1192
p 2 43 838 39 34563 2373
p 2 0 805 115 8662 1202
p 2 27 852 41 33096 2201
p 2 0 825 95 9139 1179
p 2 23 862 35 32694 2168
p 2 0 843 77 9311 1190
p 2 76 824 20 41558 2676
p 2 0 844 76 10597 1220
p 2 20 875 25 36961 2170
p 2 0 841 79 10873 1287
p 2 5 891 24 26875 1834
p 2 0 834 86 10942 1203
p 2 6 881 33 27491 1828
p 2 0 849 71 10869 1194
p 2 1 858 61 20337 1462
p 2 0 827 93 10315 1155
p 2 10 850 60 22202 1652
p 2 0 821 99 10284 1157
p 2 5 839 76 20029 1555
p 2 0 799 121 10008 1116
p 2 0 871 49 17282 1421
p 2 0 790 130 10029 1123
p 2 0 849 71 16989 1367
p 2 0 766 154 9928 1090
p 2 1 850 69 17059 1371
p 2 0 782 138 10155 1101
i 2 920 0 0 11851 3194
p 2 0 841 79 6502 1411
p 2 8 874 38 7322 1570
p 2 11 871 38 8785 1658
p 2 25 881 14 9629 1778
p 2 19 867 34 9106 1709
p 2 19 888 13 11329 1856
p 2 16 902 2 9121 1846
p 2 30 884 6 11019 2063
p 2 3 905 12 11508 1991
p 2 31 886 3 13074 2168
p 2 9 909 2 11044 2016
p 2 30 889 1 16229 2237
p 2 11 908 1 13519 2150
p 2 34 883 3 16956 2299
p 2 32 888 0 16876 2311
p 2 41 878 1 19519 2317
p 2 30 890 0 18087 2334
p 2 36 884 0 21315 2454
p 2 33 887 0 18462 2387
p 2 30 890 0 21765 2398
p 2 38 882 0 19165 2370
p 2 36 883 1 21617 2408
p 2 30 890 0 18253 2320
p 2 30 889 1 26817 2435
p 2 31 889 0 21101 2320
p 2 42 878 0 30488 2471
p 2 40 880 0 25619 2324
p 2 28 892 0 35595 2473
p 2 24 896 0 29805 2336
p 2 54 866 0 38859 2595
p 2 31 889 0 31730 2380
p 2 53 867 0 40070 2641
p 2 28 892 0 34581 2402
p 2 41 879 0 43812 2544
p 2 39 881 0 30813 2362
p 2 68 851 1 43841 2581
p 2 35 883 2 37685 2320
p 2 55 865 0 42753 2464
p 2 40 880 0 41220 2393
p 2 49 869 2 48835 2499
p 2 29 891 0 32607 2210
p 2 34 886 0 45952 2375
p 2 28 892 0 32415 2202
p 2 34 886 0 47199 2367
p 2 19 901 0 39111 2200
p 2 23 888 9 45720 2282
p 2 15 904 1 32537 2083
p 2 26 886 8 46197 2288
p 2 6 912 2 28079 2031
p 2 17 899 4 44596 2222
p 2 8 909 3 37544 2069
p 2 7 911 2 40661 2136
p 2 9 910 1 35623 2042
p 2 10 905 5 45941 2210
p 2 4 913 3 34230 1953
p 2 4 911 5 39275 2036
p 2 3 913 4 29614 1895
p 2 6 910 4 36933 2010
p 2 1 916 3 27152 1788
p 2 3 910 7 34790 1884
p 2 0 909 11 20526 1524
p 2 3 905 12 30797 1710
i 2 920 0 0 55027 4466
p 2 13 665 242 7466 1347
p 2 137 778 5 55456 2777
p 2 0 769 151 6425 1283
p 2 0 639 281 5585 1062
p 2 370 550 0 74582 3733
p 2 0 562 358 4760 872
p 2 306 613 1 77541 3527
p 2 0 652 268 3729 935
p 2 0 294 626 822 433
p 2 31 750 139 58090 1998
p 2 0 561 359 2200 753
p 2 0 267 653 781 404
p 2 74 717 129 66778 2469
p 2 0 557 363 2274 796
p 2 0 259 661 770 401
p 2 244 557 119 69318 3132
p 2 0 455 465 1727 659
p 2 0 228 692 680 371
p 2 321 594 5 64982 3471
p 2 0 721 199 4026 990
p 2 156 757 7 59962 2608
p 2 0 796 124 4708 1096
p 2 16 893 11 41725 1787
p 2 0 843 77 5383 1173
p 2 56 846 18 52144 2119
p 2 0 823 97 5027 1154
p 2 247 668 5 66506 3062
p 2 0 712 208 4933 1024
p 2 111 800 9 63262 2592
p 2 0 783 137 5605 1121
p 2 18 892 10 53280 1992
p 2 0 835 85 5090 1150
p 2 16 890 14 48322 1915
p 2 0 658 262 2417 861
p 2 32 582 306 47285 1607
p 2 0 508 412 1987 695
p 2 73 541 306 56078 1899
p 2 0 425 495 1791 608
p 2 57 519 344 50144 1753
p 2 0 430 490 1735 616
p 2 23 588 309 40698 1533
p 2 0 462 458 1906 664
p 2 36 565 319 39218 1530
p 2 0 424 496 1656 601
p 2 6 551 363 38748 1314
p 2 0 444 476 1776 628
p 2 0 210 710 663 345
p 2 142 444 334 55380 2204
p 2 0 357 563 1428 529
p 2 0 180 740 535 313
p 2 87 458 375 49707 1825
p 2 0 400 520 1731 588
p 2 0 195 725 589 334
i 2 920 0 0 31506 3927
p 2 275 573 72 31482 2399
p 2 475 417 28 45700 3405
p 2 211 655 54 41340 2647
p 2 21 860 39 22561 1756
p 2 7 847 66 21761 1613
p 2 142 735 43 19527 1917
p 2 103 705 112 18984 1675
p 2 250 618 52 25073 2271
p 2 271 575 74 31840 2533
p 2 83 786 51 33228 2146
p 2 14 830 76 19468 1578
