# XviD 2pass stat file (core version 1.3.7)
# Please do not modify this file

p 2 166 753 1 80655 2691
p 2 5 886 29 19030 1064
p 2 158 761 1 79494 2807
p 2 0 875 45 16287 1015
p 2 238 681 1 75511 3077
p 2 0 867 53 15893 1026
p 2 159 761 0 82201 2857
p 2 1 884 35 19666 1049
p 2 225 695 0 72735 2801
p 2 0 861 59 16446 1016
p 2 145 775 0 80782 2694
p 2 0 889 31 18397 1074
p 2 180 740 0 81399 2880
p 2 5 869 46 17531 1035
p 2 298 621 1 75797 3163
p 2 0 868 52 15384 1087
p 2 195 725 0 81548 2935
p 2 1 877 42 18694 1033
p 2 205 712 3 73632 2813
p 2 0 876 44 17174 1107
p 2 134 785 1 79962 2727
p 2 0 878 42 16937 1027
p 2 201 719 0 77551 2818
p 2 0 893 27 14795 1008
p 2 330 588 2 77456 3062
p 2 0 857 63 16641 1046
p 2 299 621 0 76839 3032
p 2 2 855 63 18262 1057
p 2 269 651 0 73654 2873
p 2 0 877 43 17784 1026
p 2 199 721 0 78826 2724
p 2 1 900 19 17926 1030
p 2 172 748 0 79823 2796
p 2 0 889 31 16257 1020
p 2 249 671 0 76740 3038
p 2 0 828 92 14911 964
p 2 206 713 1 81877 2854
p 2 0 879 41 19166 1074
p 2 212 708 0 73834 2863
p 2 0 875 45 16398 1033
p 2 173 746 1 82516 2883
p 2 0 886 34 17687 1019
p 2 269 651 0 80832 3060
p 2 2 846 72 16247 984
p 2 338 582 0 72726 3075
p 2 0 817 103 14533 1017
p 2 196 724 0 83438 2934
p 2 0 883 37 17624 1048
p 2 213 706 1 74704 2876
p 2 0 854 66 16807 1017
p 2 231 689 0 78421 2753
p 2 0 871 49 16608 992
p 2 160 760 0 78996 2806
p 2 0 871 49 14745 998
p 2 266 653 1 78720 3127
p 2 0 838 82 14981 992
p 2 190 729 1 83181 2947
p 2 0 869 51 17912 1025
p 2 230 690 0 75480 2875
p 2 0 876 44 17780 1095
p 2 261 659 0 76058 2751
p 2 0 882 38 15739 1013
p 2 252 668 0 78631 3087
p 2 0 868 52 14726 989
p 2 338 582 0 75642 3135
p 2 0 808 112 14357 934
p 2 183 737 0 82969 2943
p 2 0 887 33 19126 1097
p 2 234 686 0 73619 2933
p 2 0 865 55 16013 1032
p 2 162 757 1 78934 2693
p 2 0 885 35 16200 1027
p 2 253 667 0 77813 2818
p 2 0 862 58 14856 998
p 2 301 619 0 74407 3049
p 2 0 835 85 14322 958
p 2 221 698 1 80126 2964
p 2 0 883 37 17268 1026
p 2 176 743 1 73152 2906
p 2 0 879 41 15534 1039
p 2 186 734 0 80220 2709
p 2 0 879 41 17256 1025
p 2 282 638 0 77724 2918
p 2 0 833 87 15051 944
p 2 315 604 1 76304 3141
p 2 0 816 104 14010 943
p 2 192 727 1 81217 2930
p 2 0 870 50 16898 1015
p 2 206 712 2 72514 2799
p 2 0 854 66 15287 1006
p 2 167 752 1 81467 2812
p 2 0 863 57 16874 1016
p 2 316 604 0 77781 2872
i 2 920 0 0 61989 4748
p 2 0 648 272 3487 791
p 2 0 746 174 6582 906
p 2 0 735 185 7880 904
p 2 0 727 193 8610 920
p 2 0 716 204 8890 916
p 2 0 727 193 9304 940
p 2 0 727 193 8987 924
p 2 0 722 198 9454 942
p 2 0 712 208 9534 927
p 2 0 720 200 9334 933
p 2 0 729 191 9585 952
p 2 0 716 204 9817 944
p 2 0 720 200 9273 939
p 2 0 732 188 9742 969
p 2 0 739 181 9487 966
p 2 0 726 194 9574 955
p 2 0 730 190 9881 985
p 2 0 739 181 9588 965
p 2 0 713 207 9346 935
p 2 0 729 191 9817 983
p 2 0 727 193 9689 967
p 2 0 719 201 9475 957
p 2 0 731 189 9945 987
p 2 0 746 174 10000 992
p 2 0 712 208 9311 948
p 2 0 737 183 10023 993
p 2 0 729 191 9542 972
p 2 0 721 199 9561 964
p 2 0 714 206 9707 960
p 2 0 732 188 9773 979
p 2 0 727 193 9260 948
p 2 0 726 194 9891 982
p 2 0 728 192 9873 978
p 2 0 730 190 9650 972
p 2 0 731 189 9786 984
p 2 0 738 182 9862 984
p 2 0 734 186 9542 973
p 2 0 734 186 9906 984
p 2 0 728 192 9921 977
p 2 0 721 199 9702 964
p 2 0 733 187 10059 991
p 2 0 739 181 9941 984
p 2 0 729 191 9467 963
p 2 0 746 174 9969 1005
p 2 0 747 173 9692 987
p 2 0 727 193 9406 968
p 2 0 749 171 10034 1006
p 2 0 738 182 9857 985
p 2 0 726 194 9387 972
p 2 0 739 181 9948 998
p 2 0 721 199 9842 956
p 2 0 716 204 9568 959
p 2 0 714 206 9784 965
p 2 0 725 195 9825 964
p 2 0 714 206 9520 953
p 2 0 731 189 9852 988
p 2 0 751 169 9853 998
p 2 0 726 194 9678 983
p 2 0 733 187 10004 982
p 2 0 741 179 9732 995
p 2 0 724 196 9396 953
p 2 0 745 175 10040 1008
p 2 0 738 182 9755 979
p 2 0 728 192 9648 967
p 2 0 732 188 9965 989
p 2 0 742 178 9888 1000
p 2 0 712 208 9678 959
p 2 0 726 194 9901 991
p 2 0 727 193 9670 975
p 2 0 720 200 9475 968
p 2 0 730 190 10140 1000
p 2 0 730 190 9932 982
p 2 0 708 212 9358 945
p 2 0 745 175 9859 1000
p 2 0 745 175 9861 1000
p 2 0 726 194 9601 985
p 2 0 729 191 9804 983
p 2 0 730 190 9798 966
p 2 0 747 173 9609 980
p 2 0 729 191 10164 993
p 2 0 745 175 10059 1007
p 2 0 732 188 9446 977
p 2 0 720 200 10005 978
p 2 0 738 182 9838 988
p 2 0 709 211 9378 948
p 2 0 729 191 9947 994
p 2 0 728 192 9829 966
p 2 0 737 183 9875 998
p 2 0 747 173 9953 998
p 2 0 740 180 9987 991
p 2 0 733 187 9513 970
p 2 0 733 187 9946 993
p 2 0 738 182 9857 982
p 2 0 734 186 9684 992
p 2 0 745 175 10258 1006
p 2 0 727 193 9759 978
p 2 0 710 210 9373 947
p 2 0 735 185 9987 998
p 2 0 722 198 9858 967
p 2 0 738 182 9811 1000
p 2 0 747 173 10015 1016
p 2 0 738 182 9877 990
p 2 0 724 196 9396 968
p 2 0 741 179 9892 998
p 2 0 734 186 9873 989
p 2 0 712 208 9758 968
p 2 0 736 184 9963 998
p 2 0 731 189 9866 989
p 2 0 721 199 9417 963
p 2 0 712 208 9978 985
p 2 0 714 206 9668 969
p 2 0 696 224 9580 942
p 2 0 740 180 10173 998
p 2 0 722 198 9843 974
p 2 0 732 188 9634 979
p 2 0 721 199 9976 986
p 2 0 737 183 9870 996
p 2 0 737 183 9415 978
p 2 0 715 205 10210 987
p 2 0 736 184 9927 1004
p 2 0 711 209 9400 958
p 2 0 723 197 10073 992
p 2 0 729 191 9763 981
p 2 0 738 182 9586 973
p 2 0 730 190 9859 984
p 2 0 727 193 9886 984
p 2 0 737 183 9493 988
p 2 0 725 195 9729 978
p 2 0 720 200 9851 975
p 2 0 722 198 9779 975
p 2 0 722 198 9925 978
p 2 0 721 199 9767 975
p 2 0 732 188 9682 992
p 2 0 717 203 9857 981
p 2 0 737 183 9764 987
p 2 0 710 210 9700 959
p 2 0 717 203 9705 977
p 2 0 721 199 9889 983
p 2 0 712 208 9678 964
p 2 0 718 202 9954 967
p 2 0 732 188 9776 990
p 2 0 717 203 9515 966
p 2 0 720 200 9926 980
p 2 0 727 193 9854 979
p 2 0 731 189 9388 967
p 2 0 742 178 9988 1010
p 2 0 744 176 9769 984
p 2 0 727 193 9739 991
p 2 0 733 187 10011 999
p 2 0 728 192 9901 974
p 2 0 723 197 9429 971
p 2 0 721 199 9901 974
p 2 0 711 209 9707 966
p 2 0 710 210 10010 966
p 2 0 732 188 9506 972
p 2 0 749 171 10020 1009
p 2 0 744 176 10154 1005
p 2 0 724 196 9425 975
p 2 0 721 199 10032 979
p 2 0 713 207 9917 963
p 2 0 714 206 9435 953
p 2 0 745 175 9928 1004
p 2 0 733 187 9959 993
p 2 0 714 206 9622 965
p 2 0 725 195 10010 994
p 2 0 725 195 10018 986
p 2 0 731 189 9599 986
p 2 0 732 188 9905 982
p 2 0 724 196 9871 989
p 2 0 728 192 10059 976
p 2 0 713 207 9287 941
p 2 0 711 209 10218 978
p 2 0 731 189 9934 990
p 2 0 694 226 9448 941
p 2 0 741 179 10080 996
p 2 0 734 186 10392 1012
i 2 920 0 0 32233 3854
p 2 85 832 3 19279 2131
p 2 45 875 0 31645 2363
p 2 0 920 0 12436 1464
p 2 138 782 0 28820 2355
p 2 0 917 3 11952 1499
p 2 110 808 2 28140 2369
p 2 0 917 3 10731 1423
p 2 45 875 0 32435 2244
p 2 0 920 0 12726 1464
p 2 102 818 0 29312 2212
p 2 0 915 5 11589 1461
p 2 186 734 0 29474 2456
p 2 0 918 2 10664 1446
p 2 152 768 0 29157 2355
p 2 0 920 0 11867 1441
p 2 175 745 0 30085 2434
p 2 0 913 7 12098 1448
p 2 121 799 0 31740 2422
p 2 2 914 4 11853 1404
p 2 155 764 1 27769 2399
p 2 1 916 3 11233 1505
p 2 110 810 0 25202 2270
p 2 3 916 1 10847 1513
p 2 47 872 1 31089 2267
p 2 7 913 0 12565 1528
p 2 158 761 1 29770 2603
p 2 27 891 2 14896 1824
p 2 171 749 0 29938 2591
p 2 20 899 1 15290 1819
p 2 44 876 0 31155 2501
p 2 12 907 1 15841 1803
p 2 96 824 0 34711 2543
p 2 30 890 0 18249 1952
p 2 160 760 0 37242 2847
p 2 41 877 2 18083 1976
p 2 186 734 0 37421 3018
p 2 1 917 2 12089 1538
p 2 86 834 0 34828 2609
p 2 11 907 2 14855 1756
p 2 110 809 1 33149 2495
p 2 12 908 0 14096 1709
p 2 63 857 0 31937 2424
p 2 5 911 4 13153 1664
p 2 92 828 0 32587 2547
p 2 5 912 3 12859 1633
p 2 125 792 3 33651 2449
p 2 6 906 8 14009 1624
p 2 194 726 0 33467 2721
p 2 0 918 2 11032 1444
p 2 26 893 1 30378 2152
p 2 11 906 3 13455 1639
p 2 64 853 3 29971 2383
p 2 7 909 4 12252 1626
p 2 46 872 2 33148 2314
p 2 3 911 6 12244 1513
p 2 50 869 1 33973 2329
p 2 9 910 1 12128 1519
p 2 69 848 3 29771 2333
p 2 3 916 1 10650 1459
p 2 69 849 2 29073 2294
p 2 1 917 2 9237 1421
p 2 66 854 0 30405 2337
p 2 2 916 2 11270 1459
p 2 139 779 2 31908 2380
p 2 1 915 4 10838 1416
p 2 135 782 3 28437 2387
p 2 0 917 3 9015 1382
p 2 77 840 3 26437 2223
p 2 0 918 2 8414 1373
p 2 101 819 0 29450 2361
p 2 0 914 6 9400 1358
p 2 91 827 2 30544 2350
p 2 0 917 3 8476 1311
p 2 47 871 2 27985 2269
p 2 0 915 5 9268 1416
p 2 45 874 1 26741 2124
p 2 0 918 2 8793 1381
p 2 143 777 0 30074 2374
p 2 1 913 6 10051 1384
p 2 60 860 0 30992 2228
p 2 5 912 3 10365 1424
p 2 31 888 1 28735 2287
p 2 11 903 6 10308 1501
p 2 60 859 1 28992 2188
p 2 8 909 3 9695 1517
p 2 107 812 1 28278 2293
p 2 4 908 8 9784 1396
p 2 159 757 4 31665 2433
p 2 10 903 7 11243 1457
p 2 177 742 1 28427 2527
p 2 0 915 5 8669 1356
p 2 70 849 1 27636 2207
p 2 4 911 5 9602 1370
p 2 15 900 5 28356 1969
p 2 3 913 4 10327 1399
p 2 34 885 1 30781 2156
p 2 0 914 6 9280 1316
p 2 35 879 6 28202 2187
p 2 0 916 4 9788 1437
p 2 36 881 3 27836 2232
p 2 1 917 2 9321 1394
p 2 50 870 0 30261 2291
p 2 0 914 6 10187 1373
p 2 71 843 6 30748 2337
p 2 4 912 4 9553 1396
p 2 193 723 4 29901 2512
p 2 8 909 3 10679 1389
p 2 149 764 7 31314 2524
p 2 0 915 5 8064 1308
p 2 103 808 9 31732 2519
p 2 27 883 10 11855 1632
p 2 43 872 5 29032 2246
p 2 12 904 4 10690 1529
p 2 83 830 7 28376 2350
p 2 8 907 5 10545 1497
p 2 83 830 7 27976 2263
p 2 2 908 10 8875 1382
p 2 53 859 8 30128 2299
p 2 4 910 6 9842 1431
p 2 44 868 8 30186 2252
p 2 0 909 11 8190 1271
p 2 67 849 4 30867 2486
p 2 1 912 7 10138 1458
p 2 47 862 11 29491 2388
p 2 11 896 13 10312 1522
p 2 88 822 10 27667 2262
p 2 1 901 18 8472 1318
p 2 48 860 12 30818 2326
p 2 5 902 13 10212 1477
p 2 52 859 9 27901 2305
p 2 1 913 6 8281 1341
p 2 71 838 11 29413 2457
p 2 1 913 6 8500 1342
p 2 116 795 9 26243 2342
p 2 3 893 24 8460 1393
p 2 110 797 13 28681 2413
p 2 2 900 18 9949 1440
p 2 56 856 8 26795 2205
p 2 8 897 15 10825 1541
p 2 60 857 3 29058 2323
p 2 7 900 13 10230 1536
p 2 169 746 5 29793 2515
p 2 0 905 15 9276 1339
p 2 130 787 3 30392 2530
p 2 0 897 23 8271 1279
p 2 35 880 5 25774 2091
p 2 8 900 12 9439 1451
p 2 95 822 3 29006 2376
p 2 1 912 7 8770 1322
p 2 38 879 3 29502 2165
p 2 0 914 6 8996 1335
p 2 117 797 6 28573 2413
p 2 0 907 13 8349 1336
p 2 133 786 1 30935 2471
p 2 0 909 11 9180 1308
p 2 165 753 2 30126 2678
p 2 0 904 16 7865 1305
p 2 81 833 6 29217 2387
p 2 0 907 13 9004 1363
p 2 107 806 7 32158 2463
p 2 1 902 17 10072 1390
p 2 124 790 6 29543 2497
p 2 0 914 6 8562 1309
p 2 53 867 0 28524 2305
p 2 0 910 10 8596 1327
p 2 30 888 2 30187 2336
p 2 0 909 11 8896 1326
p 2 48 870 2 30750 2354
p 2 0 907 13 8912 1268
p 2 89 821 10 28185 2330
p 2 0 915 5 8569 1291
p 2 28 890 2 29171 2186
p 2 0 912 8 8287 1243
p 2 36 881 3 30244 2254
p 2 0 908 12 8441 1261
p 2 48 870 2 30613 2201
p 2 0 909 11 8828 1272
p 2 45 870 5 28662 2193
p 2 0 916 4 8885 1310
p 2 45 870 5 29459 2277
p 2 0 910 10 8692 1292
p 2 26 885 9 32179 2200
p 2 0 906 14 9378 1295
p 2 49 866 5 33121 2405
p 2 0 917 3 9431 1326
p 2 17 900 3 30486 2207
p 2 0 916 4 8877 1286
p 2 34 883 3 30265 2265
p 2 0 908 12 8688 1291
p 2 38 875 7 29839 2183
p 2 0 911 9 8591 1268
p 2 21 891 8 29061 2049
p 2 0 916 4 8730 1283
p 2 164 752 4 29833 2596
p 2 0 912 8 9217 1273
p 2 155 755 10 30281 2548
p 2 3 903 14 7751 1250
p 2 176 738 6 30480 2528
p 2 3 905 12 8962 1275
p 2 98 808 14 29881 2215
p 2 2 911 7 8796 1251
p 2 44 868 8 28837 2186
p 2 6 905 9 7952 1250
p 2 42 867 11 30224 2128
p 2 0 913 7 8089 1255
p 2 76 841 3 29604 2265
p 2 2 904 14 9486 1437
p 2 65 849 6 30359 2252
p 2 1 913 6 9342 1399
p 2 61 848 11 33629 2381
p 2 0 909 11 9223 1320
p 2 97 814 9 31790 2343
p 2 0 908 12 8145 1309
p 2 55 859 6 28048 2257
p 2 0 912 8 7954 1379
p 2 83 829 8 29507 2392
p 2 0 912 8 8337 1292
p 2 49 868 3 27670 2359
p 2 0 907 13 8251 1376
p 2 27 888 5 25966 2261
p 2 0 903 17 7116 1286
p 2 12 903 5 26689 2056
p 2 0 909 11 8225 1312
p 2 44 872 4 30215 2315
p 2 1 912 7 8898 1339
p 2 52 860 8 28425 2335
p 2 0 913 7 8047 1291
p 2 110 803 7 27810 2420
p 2 0 910 10 7540 1227
p 2 173 741 6 28263 2506
p 2 2 905 13 7635 1312
p 2 66 843 11 31365 2376
p 2 0 910 10 8713 1278
p 2 96 818 6 27605 2285
p 2 0 908 12 8295 1341
p 2 47 860 13 27299 2230
p 2 0 908 12 7902 1259
p 2 55 860 5 28684 2325
p 2 0 918 2 7736 1281
p 2 52 859 9 26883 2268
p 2 0 914 6 7608 1244
p 2 39 868 13 24980 2183
p 2 2 902 16 7493 1262
p 2 33 877 10 25135 2095
p 2 0 917 3 7557 1296
p 2 28 882 10 25582 2123
p 2 1 913 6 7691 1318
p 2 32 881 7 25482 2193
p 2 0 909 11 7416 1273
p 2 72 839 9 23979 2227
p 2 0 911 9 7403 1284
p 2 90 827 3 23662 2242
p 2 0 914 6 6579 1225
p 2 59 860 1 27083 2249
p 2 0 913 7 7683 1240
p 2 50 861 9 26169 2174
p 2 1 909 10 8193 1275
p 2 10 903 7 23116 1893
p 2 3 909 8 7570 1303
p 2 30 885 5 27837 2111
p 2 0 917 3 8182 1255
p 2 79 838 3 28132 2277
p 2 0 908 12 7969 1261
p 2 46 871 3 28021 2238
p 2 0 908 12 8369 1254
p 2 102 817 1 25268 2239
p 2 0 912 8 7968 1296
p 2 11 903 6 23646 2020
p 2 0 908 12 8109 1337
p 2 36 878 6 25304 2099
p 2 4 895 21 8772 1341
p 2 123 794 3 28303 2411
p 2 3 905 12 9048 1325
p 2 166 752 2 26856 2395
p 2 0 909 11 7424 1253
p 2 145 772 3 26020 2409
p 2 1 907 12 7862 1258
p 2 127 790 3 28531 2363
p 2 0 908 12 8553 1282
p 2 95 823 2 27076 2228
p 2 1 913 6 8746 1286
p 2 92 825 3 24654 2254
p 2 7 910 3 9394 1439
p 2 17 902 1 26590 2087
p 2 0 917 3 9139 1322
p 2 87 833 0 25453 2224
p 2 1 911 8 8550 1337
p 2 24 895 1 24570 2105
p 2 0 909 11 8068 1273
p 2 82 828 10 26434 2134
p 2 0 916 4 9107 1280
p 2 88 830 2 26667 2266
p 2 2 907 11 8344 1275
p 2 85 834 1 29767 2344
p 2 1 899 20 9234 1271
p 2 113 807 0 26083 2343
p 2 0 911 9 8317 1286
p 2 14 899 7 21929 1888
p 2 0 915 5 7989 1298
p 2 17 899 4 25493 1984
p 2 0 919 1 8231 1250
p 2 19 899 2 25768 2121
p 2 0 908 12 8545 1248
p 2 66 852 2 26518 2194
p 2 0 917 3 9288 1304
p 2 27 889 4 25200 2010
p 2 0 917 3 8635 1299
p 2 33 878 9 26013 2009
p 2 1 910 9 8909 1282
p 2 118 800 2 29283 2338
p 2 1 912 7 9801 1329
p 2 133 784 3 28629 2377
p 2 0 917 3 8789 1267
p 2 38 867 15 25888 2050
p 2 0 914 6 9020 1316
p 2 33 881 6 24145 1986
p 2 0 913 7 8341 1281
p 2 11 906 3 24143 1873
p 2 0 912 8 8900 1297
p 2 160 757 3 28106 2450
p 2 1 911 8 9430 1298
p 2 86 831 3 27014 2138
p 2 0 915 5 9436 1259
p 2 217 700 3 26182 2407
p 2 0 905 15 7790 1235
p 2 11 900 9 24188 1786
p 2 0 911 9 8581 1262
p 2 38 877 5 25219 2063
p 2 0 911 9 8867 1253
p 2 23 892 5 27331 2023
p 2 0 914 6 9068 1233
p 2 24 892 4 27055 1960
p 2 0 913 7 8852 1242
p 2 24 892 4 26576 2020
p 2 0 917 3 8546 1276
p 2 59 856 5 26370 2243
p 2 9 904 7 9527 1355
p 2 45 871 4 24017 2026
p 2 0 911 9 8699 1251
p 2 146 770 4 26743 2278
p 2 1 912 7 9335 1318
p 2 131 786 3 26802 2301
p 2 0 913 7 8592 1267
p 2 58 858 4 24848 2107
p 2 2 914 4 8934 1328
p 2 78 836 6 24492 2119
p 2 0 915 5 8375 1243
p 2 65 848 7 25287 2153
p 2 0 914 6 8020 1258
p 2 46 872 2 25750 2096
p 2 0 917 3 8411 1272
p 2 39 880 1 23515 1951
p 2 1 916 3 9010 1297
p 2 90 828 2 23762 2104
p 2 0 916 4 8291 1247
p 2 35 883 2 23225 1922
p 2 0 916 4 8188 1246
p 2 26 893 1 25014 1994
p 2 6 910 4 8415 1283
p 2 16 903 1 22570 1793
p 2 1 919 0 8050 1242
p 2 68 852 0 21832 1997
p 2 0 917 3 7603 1230
p 2 141 776 3 23847 2151
p 2 0 918 2 7872 1203
p 2 189 731 0 23353 2280
p 2 0 919 1 7033 1200
p 2 101 818 1 22432 2090
p 2 0 919 1 7887 1229
p 2 4 915 1 20418 1625
p 2 0 919 1 7564 1241
p 2 20 900 0 22961 1799
p 2 0 920 0 7881 1209
p 2 44 876 0 23398 1942
p 2 0 920 0 7732 1248
p 2 41 879 0 21861 1969
p 2 0 920 0 7859 1249
p 2 21 898 1 21744 1841
p 2 1 919 0 7947 1247
p 2 42 878 0 22542 1922
p 2 0 920 0 8179 1287
p 2 129 791 0 24576 2124
p 2 5 914 1 9144 1347
p 2 114 805 1 25107 2165
p 2 1 917 2 8212 1304
p 2 43 876 1 21448 1955
p 2 2 918 0 8752 1336
p 2 15 903 2 19581 1758
p 2 5 914 1 8321 1323
p 2 73 847 0 22977 1962
p 2 3 916 1 8909 1333
p 2 72 845 3 21199 1957
p 2 0 920 0 8161 1300
p 2 31 889 0 19320 1799
p 2 3 917 0 7301 1271
p 2 48 871 1 20718 1810
p 2 0 919 1 6957 1189
p 2 92 828 0 24198 2012
p 2 0 920 0 7838 1233
p 2 46 873 1 20868 1877
p 2 0 920 0 7766 1240
p 2 38 880 2 18950 1728
p 2 1 919 0 7006 1232
p 2 27 893 0 20756 1799
p 2 1 919 0 7653 1221
p 2 37 883 0 20566 1729
p 2 0 920 0 6943 1174
p 2 71 849 0 19510 1873
p 2 0 920 0 6931 1190
p 2 119 801 0 17567 1845
p 2 0 920 0 6178 1163
p 2 44 876 0 18026 1733
p 2 0 919 1 6911 1194
p 2 12 907 1 20075 1682
p 2 0 920 0 6896 1188
p 2 27 893 0 19491 1715
p 2 0 920 0 7338 1188
p 2 109 811 0 19357 1863
p 2 0 920 0 7345 1182
p 2 116 804 0 18669 1813
p 2 0 919 1 6796 1171
p 2 6 913 1 17932 1509
p 2 0 920 0 6866 1171
p 2 82 837 1 19218 1818
p 2 0 919 1 7223 1153
p 2 14 905 1 18930 1624
p 2 0 919 1 6943 1165
p 2 14 906 0 18591 1670
p 2 0 920 0 6816 1178
p 2 64 856 0 22581 1771
p 2 0 920 0 7698 1169
p 2 85 835 0 19170 1834
p 2 0 920 0 6971 1194
p 2 29 891 0 17043 1662
